No_of_Prawns,Age_of_Pond,Food_Intake,Season,Prawn_Count
30000,13,1.29,Rainy,Cannot Predict
30000,14,1.32,Rainy,Cannot Predict
30000,15,1.35,Rainy,Cannot Predict
30000,16,1.38,Rainy,Cannot Predict
30000,17,1.41,Rainy,Cannot Predict
30000,18,1.44,Rainy,Cannot Predict
30000,19,1.47,Rainy,Cannot Predict
30000,20,1.5,Rainy,Cannot Predict
30000,21,1.53,Rainy,Cannot Predict
30000,22,1.68,Rainy,Cannot Predict
30000,23,1.83,Rainy,Cannot Predict
30000,24,1.98,Rainy,Cannot Predict
30000,25,2.13,Rainy,Cannot Predict
30000,26,2.28,Rainy,146.8
30000,27,2.43,Rainy,145.6
30000,28,2.58,Rainy,144.4
30000,29,2.73,Rainy,143.2
30000,30,2.88,Rainy,142
30000,31,3.03,Rainy,140.8
30000,32,3.18,Rainy,139.6
30000,33,3.33,Rainy,138.4
30000,34,3.48,Rainy,137.2
30000,35,3.63,Rainy,136
30000,36,3.78,Rainy,134.8
30000,37,3.93,Rainy,133.6
30000,38,4.08,Rainy,132.4
30000,39,4.23,Rainy,131.2
30000,40,4.38,Rainy,130
30000,41,4.53,Rainy,128.8
30000,42,4.68,Rainy,127.6
30000,43,4.83,Rainy,126.4
30000,44,4.98,Rainy,125.2
30000,45,5.13,Rainy,124
30000,46,5.28,Rainy,122.8
30000,47,5.43,Rainy,121.6
30000,48,5.58,Rainy,120.4
30000,49,5.73,Rainy,119.2
30000,50,5.88,Rainy,118
30000,51,6.03,Rainy,116.8
30000,52,6.18,Rainy,115.6
30000,53,6.33,Rainy,114.4
30000,54,6.48,Rainy,113.2
30000,55,6.63,Rainy,112
30000,56,6.63,Rainy,110.8
30000,57,6.63,Rainy,109.6
30000,58,6.63,Rainy,108.4
30000,59,6.63,Rainy,107.2
30000,60,6.63,Rainy,106
30000,61,6.63,Rainy,104.8
30000,62,6.63,Rainy,103.6
30000,63,6.63,Rainy,102.4
30000,64,6.63,Rainy,101.2
30000,65,6.63,Rainy,100
30000,66,6.63,Rainy,98.5
30000,67,6.63,Rainy,97
30000,68,6.63,Rainy,95.5
30000,69,6.63,Rainy,94
30000,70,6.63,Rainy,92.5
30000,71,6.63,Rainy,88
30000,72,6.63,Rainy,86
30000,73,6.63,Rainy,84
30000,74,6.63,Rainy,82
30000,75,6.63,Rainy,80
30000,76,6.63,Rainy,78
30000,77,6.63,Rainy,76
30000,78,6.63,Rainy,74
30000,79,6.63,Rainy,72
30000,80,15,Rainy,70
30000,81,15,Rainy,69.3
30000,82,15,Rainy,68.7
30000,83,15,Rainy,68
30000,84,15,Rainy,67.3
30000,85,15,Rainy,66.7
30000,86,15,Rainy,66
30000,87,15,Rainy,65.3
30000,88,15,Rainy,64.6
30000,89,15,Rainy,64
30000,90,15,Rainy,63.3
30000,91,15,Rainy,62.6
30000,92,15,Rainy,62
30000,93,15,Rainy,61.3
30000,94,15,Rainy,60.6
30000,95,15,Rainy,60
30000,96,15,Rainy,59.3
30000,97,15,Rainy,58.7
30000,98,15,Rainy,58
30000,99,15,Rainy,57.3
30000,100,15,Rainy,56.6
30000,101,15,Rainy,56
30000,102,15,Rainy,55.3
30000,103,15,Rainy,54.6
30000,104,15,Rainy,54
30000,105,15,Rainy,53.3
30000,106,15,Rainy,52.6
30000,107,15,Rainy,52
30000,108,15,Rainy,51.3
30000,109,15,Rainy,50.6
30000,110,15,Rainy,50
30000,111,15,Rainy,49.5
30000,112,15,Rainy,49
30000,113,15,Rainy,48.5
30000,114,15,Rainy,48
30000,115,15,Rainy,47.5
30000,116,15,Rainy,47
30000,117,15,Rainy,46.5
30000,118,15,Rainy,46
30000,119,15,Rainy,45.5
30000,120,15,Rainy,45
30000,121,15,Rainy,39.7
30000,122,15,Rainy,39.4
30000,123,15,Rainy,39.1
30000,124,15,Rainy,38.8
30000,125,15,Rainy,38.5
30000,126,15,Rainy,38.2
30000,127,15,Rainy,37.9
30000,128,15,Rainy,37.6
30000,129,15,Rainy,37.3
30000,130,15,Rainy,37
30000,131,15,Rainy,36.7
30000,132,15,Rainy,36.4
30000,133,15,Rainy,36.1
30000,134,15,Rainy,35.8
30000,135,15,Rainy,35.5
30000,136,15,Rainy,35.2
30000,137,15,Rainy,34.9
30000,138,15,Rainy,34.6
30000,139,15,Rainy,34.3
30000,140,15,Rainy,34
30000,141,15,Rainy,33.7
30000,142,15,Rainy,33.4
30000,143,15,Rainy,33.1
30000,144,15,Rainy,32.8
30000,145,15,Rainy,32.5
30000,146,15,Rainy,32.2
30000,147,15,Rainy,31.9
30000,148,15,Rainy,31.6
30000,149,15,Rainy,31.3
30000,150,15,Rainy,31
30000,151,15,Rainy,30.7
30000,152,15,Rainy,30.4
30000,153,15,Rainy,30.1
30000,154,15,Rainy,29.8
30000,155,15,Rainy,29.5
30000,156,15,Rainy,29.2
30000,157,15,Rainy,28.9
30000,158,15,Rainy,28.6
30000,159,15,Rainy,28.3
30000,160,15,Rainy,28
40000,1,1.6,Summer,Cannot Predict
40000,2,1.6,Summer,Cannot Predict
40000,3,1.6,Summer,Cannot Predict
40000,4,1.6,Summer,Cannot Predict
40000,5,1.6,Summer,Cannot Predict
40000,6,1.6,Summer,Cannot Predict
40000,7,1.6,Summer,Cannot Predict
40000,8,1.6,Summer,Cannot Predict
40000,9,1.6,Summer,Cannot Predict
40000,10,1.6,Summer,Cannot Predict
40000,11,1.64,Summer,Cannot Predict
40000,12,1.68,Summer,Cannot Predict
40000,13,1.72,Summer,Cannot Predict
40000,14,1.76,Summer,Cannot Predict
40000,15,1.8,Summer,Cannot Predict
40000,16,1.84,Summer,Cannot Predict
40000,17,1.88,Summer,Cannot Predict
40000,18,1.92,Summer,Cannot Predict
40000,19,1.96,Summer,Cannot Predict
40000,20,2,Summer,Cannot Predict
40000,21,2.04,Summer,Cannot Predict
40000,22,2.24,Summer,Cannot Predict
40000,23,2.44,Summer,Cannot Predict
40000,24,2.64,Summer,Cannot Predict
40000,25,2.84,Summer,Cannot Predict
40000,26,3.04,Summer,134.8
40000,27,3.24,Summer,133.6
40000,28,3.44,Summer,132.4
40000,29,3.64,Summer,131.2
40000,30,3.84,Summer,130
40000,31,4.04,Summer,128.8
40000,32,4.24,Summer,127.6
40000,33,4.44,Summer,126.4
40000,34,4.64,Summer,125.2
40000,35,4.84,Summer,124
40000,36,5.04,Summer,122.8
40000,37,5.24,Summer,121.6
40000,38,5.44,Summer,120.4
40000,39,5.64,Summer,119.2
40000,40,5.84,Summer,118
40000,41,6.04,Summer,116.8
40000,42,6.24,Summer,115.6
40000,43,6.44,Summer,114.4
40000,44,6.64,Summer,113.2
40000,45,6.84,Summer,112
40000,46,7.04,Summer,110.8
40000,47,7.24,Summer,109.6
40000,48,7.44,Summer,108.4
40000,49,7.64,Summer,107.2
40000,50,7.84,Summer,106
40000,51,8.04,Summer,104.8
40000,52,8.24,Summer,103.6
40000,53,8.44,Summer,102.4
40000,54,8.64,Summer,101.2
40000,55,8.84,Summer,100
40000,56,8.84,Summer,98.5
40000,57,8.84,Summer,97
40000,58,8.84,Summer,95.5
40000,59,8.84,Summer,94
40000,60,8.84,Summer,92.5
40000,61,8.84,Summer,88
40000,62,8.84,Summer,86
40000,63,8.84,Summer,84
40000,64,8.84,Summer,82
40000,65,8.84,Summer,80
40000,66,8.84,Summer,78
40000,67,8.84,Summer,76
40000,68,8.84,Summer,74
40000,69,8.84,Summer,72
40000,70,8.84,Summer,70
40000,71,8.84,Summer,68
40000,72,8.84,Summer,66
40000,73,8.84,Summer,64
40000,74,8.84,Summer,62
40000,75,8.84,Summer,60
40000,76,8.84,Summer,58
40000,77,8.84,Summer,56
40000,78,8.84,Summer,54
40000,79,8.84,Summer,52
40000,80,20,Summer,50
40000,81,20,Summer,49.3
40000,82,20,Summer,48.7
40000,83,20,Summer,48
40000,84,20,Summer,47.3
40000,85,20,Summer,46.6
40000,86,20,Summer,46
40000,87,20,Summer,45.3
40000,88,20,Summer,44.6
40000,89,20,Summer,44
40000,90,20,Summer,43.3
40000,91,20,Summer,42.6
40000,92,20,Summer,42
40000,93,20,Summer,41.3
40000,94,20,Summer,40.6
40000,95,20,Summer,40
40000,96,20,Summer,39.3
40000,97,20,Summer,38.7
40000,98,20,Summer,38
40000,99,20,Summer,37.3
40000,100,20,Summer,36.6
40000,101,20,Summer,36
40000,102,20,Summer,35.3
40000,103,20,Summer,34.6
40000,104,20,Summer,34
40000,105,20,Summer,33.3
40000,106,20,Summer,32.6
40000,107,20,Summer,32
40000,108,20,Summer,31.3
40000,109,20,Summer,30.6
40000,110,20,Summer,29.9
40000,111,20,Summer,29.5
40000,112,20,Summer,29
40000,113,20,Summer,28.5
40000,114,20,Summer,28
40000,115,20,Summer,27.5
40000,116,20,Summer,27
40000,117,20,Summer,26.5
40000,118,20,Summer,26
40000,119,20,Summer,25.5
40000,120,20,Summer,25
40000,121,20,Summer,24.7
40000,122,20,Summer,24.4
40000,123,20,Summer,24.1
40000,124,20,Summer,23.8
40000,125,20,Summer,23.5
40000,126,20,Summer,23.2
40000,127,20,Summer,22.9
40000,128,20,Summer,22.6
40000,129,20,Summer,22.3
40000,130,20,Summer,22
40000,131,20,Summer,21.7
40000,132,20,Summer,21.4
40000,133,20,Summer,21.1
40000,134,20,Summer,20.8
40000,135,20,Summer,20.5
40000,136,20,Summer,20.2
40000,137,20,Summer,19.9
40000,138,20,Summer,19.6
40000,139,20,Summer,19.3
40000,140,20,Summer,19
40000,141,20,Summer,18.7
40000,142,20,Summer,18.4
40000,143,20,Summer,18.1
40000,144,20,Summer,17.8
40000,145,20,Summer,17.5
40000,146,20,Summer,17.2
40000,147,20,Summer,16.9
40000,148,20,Summer,16.6
40000,149,20,Summer,16.3
40000,150,20,Summer,16
40000,151,20,Summer,15.7
40000,152,20,Summer,15.4
40000,153,20,Summer,15.1
40000,154,20,Summer,14.8
40000,155,20,Summer,14.5
40000,156,20,Summer,14.2
40000,157,20,Summer,13.9
40000,158,20,Summer,13.6
40000,159,20,Summer,13.3
40000,160,20,Summer,13
40000,1,1.6,Winter,Cannot Predict
40000,2,1.6,Winter,Cannot Predict
40000,3,1.6,Winter,Cannot Predict
40000,4,1.6,Winter,Cannot Predict
40000,5,1.6,Winter,Cannot Predict
40000,6,1.6,Winter,Cannot Predict
40000,7,1.6,Winter,Cannot Predict
40000,8,1.6,Winter,Cannot Predict
40000,9,1.6,Winter,Cannot Predict
40000,10,1.6,Winter,Cannot Predict
40000,11,1.64,Winter,Cannot Predict
40000,12,1.68,Winter,Cannot Predict
40000,13,1.72,Winter,Cannot Predict
40000,14,1.76,Winter,Cannot Predict
40000,15,1.8,Winter,Cannot Predict
40000,16,1.84,Winter,Cannot Predict
40000,17,1.88,Winter,Cannot Predict
40000,18,1.92,Winter,Cannot Predict
40000,19,1.96,Winter,Cannot Predict
40000,20,2,Winter,Cannot Predict
40000,21,2.04,Winter,Cannot Predict
40000,22,2.24,Winter,Cannot Predict
40000,23,2.44,Winter,Cannot Predict
40000,24,2.64,Winter,Cannot Predict
40000,25,2.84,Winter,Cannot Predict
40000,26,3.04,Winter,140.8
40000,27,3.24,Winter,139.6
40000,28,3.44,Winter,138.4
40000,29,3.64,Winter,137.2
40000,30,3.84,Winter,136
40000,31,4.04,Winter,134.8
40000,32,4.24,Winter,133.6
40000,33,4.44,Winter,132.4
40000,34,4.64,Winter,131.2
40000,35,4.84,Winter,130
40000,36,5.04,Winter,128.8
40000,37,5.24,Winter,127.6
40000,38,5.44,Winter,126.4
40000,39,5.64,Winter,125.2
40000,40,5.84,Winter,124
40000,41,6.04,Winter,122.8
40000,42,6.24,Winter,121.6
40000,43,6.44,Winter,120.4
40000,44,6.64,Winter,119.2
40000,45,6.84,Winter,118
40000,46,7.04,Winter,116.8
40000,47,7.24,Winter,115.6
40000,48,7.44,Winter,114.4
40000,49,7.64,Winter,113.2
40000,50,7.84,Winter,112
40000,51,8.04,Winter,110.8
40000,52,8.24,Winter,109.6
40000,53,8.44,Winter,108.4
40000,54,8.64,Winter,107.2
40000,55,8.84,Winter,106
40000,56,8.84,Winter,104.8
40000,57,8.84,Winter,103.6
40000,58,8.84,Winter,102.4
40000,59,8.84,Winter,101.2
40000,60,8.84,Winter,100
40000,61,8.84,Winter,98.5
40000,62,8.84,Winter,97
40000,63,8.84,Winter,95.5
40000,64,8.84,Winter,94
40000,65,8.84,Winter,92.5
40000,66,8.84,Winter,88
40000,67,8.84,Winter,86
40000,68,8.84,Winter,84
40000,69,8.84,Winter,82
40000,70,8.84,Winter,80
40000,71,8.84,Winter,78
40000,72,8.84,Winter,76
40000,73,8.84,Winter,74
40000,74,8.84,Winter,72
40000,75,8.84,Winter,70
40000,76,8.84,Winter,68
40000,77,8.84,Winter,66
40000,78,8.84,Winter,64
40000,79,8.84,Winter,62
40000,80,20,Winter,60
40000,81,20,Winter,59.3
40000,82,20,Winter,58.7
40000,83,20,Winter,58
40000,84,20,Winter,57.3
40000,85,20,Winter,56.6
40000,86,20,Winter,56
40000,87,20,Winter,55.3
40000,88,20,Winter,54.6
40000,89,20,Winter,54
40000,90,20,Winter,53.3
40000,91,20,Winter,52.6
40000,92,20,Winter,52
40000,93,20,Winter,51.3
40000,94,20,Winter,50.6
40000,95,20,Winter,50
40000,96,20,Winter,49.3
40000,97,20,Winter,48.7
40000,98,20,Winter,48
40000,99,20,Winter,47.3
40000,100,20,Winter,46.6
40000,101,20,Winter,46
40000,102,20,Winter,45.3
40000,103,20,Winter,44.6
40000,104,20,Winter,44
40000,105,20,Winter,43.3
40000,106,20,Winter,42.6
40000,107,20,Winter,42
40000,108,20,Winter,41.3
40000,109,20,Winter,40.6
40000,110,20,Winter,40
40000,111,20,Winter,39.5
40000,112,20,Winter,39
40000,113,20,Winter,38.5
40000,114,20,Winter,38
40000,115,20,Winter,37.5
40000,116,20,Winter,37
40000,117,20,Winter,36.5
40000,118,20,Winter,36
40000,119,20,Winter,35.5
40000,120,20,Winter,35
40000,121,20,Winter,34.7
40000,122,20,Winter,34.4
40000,123,20,Winter,34.1
40000,124,20,Winter,33.8
40000,125,20,Winter,33.5
40000,126,20,Winter,33.2
40000,127,20,Winter,32.9
40000,128,20,Winter,32.6
40000,129,20,Winter,32.3
40000,130,20,Winter,32
40000,131,20,Winter,31.7
40000,132,20,Winter,31.4
40000,133,20,Winter,31.1
40000,134,20,Winter,30.8
40000,135,20,Winter,30.5
40000,136,20,Winter,30.2
40000,137,20,Winter,29.9
40000,138,20,Winter,29.6
40000,139,20,Winter,29.3
40000,140,20,Winter,29
40000,141,20,Winter,28.7
40000,142,20,Winter,28.4
40000,143,20,Winter,28.1
40000,144,20,Winter,27.8
40000,145,20,Winter,27.5
40000,146,20,Winter,27.2
40000,147,20,Winter,26.9
40000,148,20,Winter,26.6
40000,149,20,Winter,26.3
40000,150,20,Winter,26
40000,151,20,Winter,25.7
40000,152,20,Winter,25.4
40000,153,20,Winter,25.1
40000,154,20,Winter,24.8
40000,155,20,Winter,24.5
40000,156,20,Winter,24.2
40000,157,20,Winter,23.9
40000,158,20,Winter,23.6
40000,159,20,Winter,23.3
40000,160,20,Winter,23
40000,1,1.6,Rainy,Cannot Predict
40000,2,1.6,Rainy,Cannot Predict
40000,3,1.6,Rainy,Cannot Predict
40000,4,1.6,Rainy,Cannot Predict
40000,5,1.6,Rainy,Cannot Predict
40000,6,1.6,Rainy,Cannot Predict
40000,7,1.6,Rainy,Cannot Predict
40000,8,1.6,Rainy,Cannot Predict
40000,9,1.6,Rainy,Cannot Predict
40000,10,1.6,Rainy,Cannot Predict
40000,11,1.64,Rainy,Cannot Predict
40000,12,1.68,Rainy,Cannot Predict
40000,13,1.72,Rainy,Cannot Predict
40000,14,1.76,Rainy,Cannot Predict
40000,15,1.8,Rainy,Cannot Predict
40000,16,1.84,Rainy,Cannot Predict
40000,17,1.88,Rainy,Cannot Predict
40000,18,1.92,Rainy,Cannot Predict
40000,19,1.96,Rainy,Cannot Predict
40000,20,2,Rainy,Cannot Predict
40000,21,2.04,Rainy,Cannot Predict
40000,22,2.24,Rainy,Cannot Predict
40000,23,2.44,Rainy,Cannot Predict
40000,24,2.64,Rainy,Cannot Predict
40000,25,2.84,Rainy,Cannot Predict
40000,26,3.04,Rainy,146.8
40000,27,3.24,Rainy,145.6
40000,28,3.44,Rainy,144.4
40000,29,3.64,Rainy,143.2
40000,30,3.84,Rainy,142
40000,31,4.04,Rainy,140.8
40000,32,4.24,Rainy,139.6
40000,33,4.44,Rainy,138.4
40000,34,4.64,Rainy,137.2
40000,35,4.84,Rainy,136
40000,36,5.04,Rainy,134.8
40000,37,5.24,Rainy,133.6
40000,38,5.44,Rainy,132.4
40000,39,5.64,Rainy,131.2
40000,40,5.84,Rainy,130
40000,41,6.04,Rainy,128.8
40000,42,6.24,Rainy,127.6
40000,43,6.44,Rainy,126.4
40000,44,6.64,Rainy,125.2
40000,45,6.84,Rainy,124
40000,46,7.04,Rainy,122.8
40000,47,7.24,Rainy,121.6
40000,48,7.44,Rainy,120.4
40000,49,7.64,Rainy,119.2
40000,50,7.84,Rainy,118
40000,51,8.04,Rainy,116.8
40000,52,8.24,Rainy,115.6
40000,53,8.44,Rainy,114.4
40000,54,8.64,Rainy,113.2
40000,55,8.84,Rainy,112
40000,56,8.84,Rainy,110.8
40000,57,8.84,Rainy,109.6
40000,58,8.84,Rainy,108.4
40000,59,8.84,Rainy,107.2
40000,60,8.84,Rainy,106
40000,61,8.84,Rainy,104.8
40000,62,8.84,Rainy,103.6
40000,63,8.84,Rainy,102.4
40000,64,8.84,Rainy,101.2
40000,65,8.84,Rainy,100
40000,66,8.84,Rainy,98.5
40000,67,8.84,Rainy,97
40000,68,8.84,Rainy,95.5
40000,69,8.84,Rainy,94
40000,70,8.84,Rainy,92.5
40000,71,8.84,Rainy,88
40000,72,8.84,Rainy,86
40000,73,8.84,Rainy,84
40000,74,8.84,Rainy,82
40000,75,8.84,Rainy,80
40000,76,8.84,Rainy,78
40000,77,8.84,Rainy,76
40000,78,8.84,Rainy,74
40000,79,8.84,Rainy,72
40000,80,20,Rainy,70
40000,81,20,Rainy,69.3
40000,82,20,Rainy,68.7
40000,83,20,Rainy,68
40000,84,20,Rainy,67.3
40000,85,20,Rainy,66.7
40000,86,20,Rainy,66
40000,87,20,Rainy,65.3
40000,88,20,Rainy,64.6
40000,89,20,Rainy,64
40000,90,20,Rainy,63.3
40000,91,20,Rainy,62.6
40000,92,20,Rainy,62
40000,93,20,Rainy,61.3
40000,94,20,Rainy,60.6
40000,95,20,Rainy,60
40000,96,20,Rainy,59.3
40000,97,20,Rainy,58.7
40000,98,20,Rainy,58
40000,99,20,Rainy,57.3
40000,100,20,Rainy,56.6
40000,101,20,Rainy,56
40000,102,20,Rainy,55.3
40000,103,20,Rainy,54.6
40000,104,20,Rainy,54
40000,105,20,Rainy,53.3
40000,106,20,Rainy,52.6
40000,107,20,Rainy,52
40000,108,20,Rainy,51.3
40000,109,20,Rainy,50.6
40000,110,20,Rainy,50
40000,111,20,Rainy,49.5
40000,112,20,Rainy,49
40000,113,20,Rainy,48.5
40000,114,20,Rainy,48
40000,115,20,Rainy,47.5
40000,116,20,Rainy,47
40000,117,20,Rainy,46.5
40000,118,20,Rainy,46
40000,119,20,Rainy,45.5
40000,120,20,Rainy,45
40000,121,20,Rainy,39.7
40000,122,20,Rainy,39.4
40000,123,20,Rainy,39.1
40000,124,20,Rainy,38.8
40000,125,20,Rainy,38.5
40000,126,20,Rainy,38.2
40000,127,20,Rainy,37.9
40000,128,20,Rainy,37.6
40000,129,20,Rainy,37.3
40000,130,20,Rainy,37
40000,131,20,Rainy,36.7
40000,132,20,Rainy,36.4
40000,133,20,Rainy,36.1
40000,134,20,Rainy,35.8
40000,135,20,Rainy,35.5
40000,136,20,Rainy,35.2
40000,137,20,Rainy,34.9
40000,138,20,Rainy,34.6
40000,139,20,Rainy,34.3
40000,140,20,Rainy,34
40000,141,20,Rainy,33.7
40000,142,20,Rainy,33.4
40000,143,20,Rainy,33.1
40000,144,20,Rainy,32.8
40000,145,20,Rainy,32.5
40000,146,20,Rainy,32.2
40000,147,20,Rainy,31.9
40000,148,20,Rainy,31.6
40000,149,20,Rainy,31.3
40000,150,20,Rainy,31
40000,151,20,Rainy,30.7
40000,152,20,Rainy,30.4
40000,153,20,Rainy,30.1
40000,154,20,Rainy,29.8
40000,155,20,Rainy,29.5
40000,156,20,Rainy,29.2
40000,157,20,Rainy,28.9
40000,158,20,Rainy,28.6
40000,159,20,Rainy,28.3
40000,160,20,Rainy,28
50000,1,2,Summer,Cannot Predict
50000,2,2,Summer,Cannot Predict
50000,3,2,Summer,Cannot Predict
50000,4,2,Summer,Cannot Predict
50000,5,2,Summer,Cannot Predict
50000,6,2,Summer,Cannot Predict
50000,7,2,Summer,Cannot Predict
50000,8,2,Summer,Cannot Predict
50000,9,2,Summer,Cannot Predict
50000,10,2,Summer,Cannot Predict
50000,11,2.05,Summer,Cannot Predict
50000,12,2.1,Summer,Cannot Predict
50000,13,2.15,Summer,Cannot Predict
50000,14,2.2,Summer,Cannot Predict
50000,15,2.25,Summer,Cannot Predict
50000,16,2.3,Summer,Cannot Predict
50000,17,2.35,Summer,Cannot Predict
50000,18,2.4,Summer,Cannot Predict
50000,19,2.45,Summer,Cannot Predict
50000,20,2.5,Summer,Cannot Predict
50000,21,2.55,Summer,Cannot Predict
50000,22,2.8,Summer,Cannot Predict
50000,23,3.05,Summer,Cannot Predict
50000,24,3.3,Summer,Cannot Predict
50000,25,3.55,Summer,Cannot Predict
50000,26,3.8,Summer,134.8
50000,27,4.05,Summer,133.6
50000,28,4.3,Summer,132.4
50000,29,4.55,Summer,131.2
50000,30,4.8,Summer,130
50000,31,5.05,Summer,128.8
50000,32,5.3,Summer,127.6
50000,33,5.55,Summer,126.4
50000,34,5.8,Summer,125.2
50000,35,6.05,Summer,124
50000,36,6.3,Summer,122.8
50000,37,6.55,Summer,121.6
50000,38,6.8,Summer,120.4
50000,39,7.05,Summer,119.2
50000,40,7.3,Summer,118
50000,41,7.55,Summer,116.8
50000,42,7.8,Summer,115.6
50000,43,8.05,Summer,114.4
50000,44,8.3,Summer,113.2
50000,45,8.55,Summer,112
50000,46,8.8,Summer,110.8
50000,47,9.05,Summer,109.6
50000,48,9.3,Summer,108.4
50000,49,9.55,Summer,107.2
50000,50,9.8,Summer,106
50000,51,10.05,Summer,104.8
50000,52,10.3,Summer,103.6
50000,53,10.55,Summer,102.4
50000,54,10.8,Summer,101.2
50000,55,11.05,Summer,100
50000,56,11.05,Summer,98.5
50000,57,11.05,Summer,97
50000,58,11.05,Summer,95.5
50000,59,11.05,Summer,94
50000,60,11.05,Summer,92.5
50000,61,11.05,Summer,88
50000,62,11.05,Summer,86
50000,63,11.05,Summer,84
50000,64,11.05,Summer,82
50000,65,11.05,Summer,80
50000,66,11.05,Summer,78
50000,67,11.05,Summer,76
50000,68,11.05,Summer,74
50000,69,11.05,Summer,72
50000,70,11.05,Summer,70
50000,71,11.05,Summer,68
50000,72,11.05,Summer,66
50000,73,11.05,Summer,64
50000,74,11.05,Summer,62
50000,75,11.05,Summer,60
50000,76,11.05,Summer,58
50000,77,11.05,Summer,56
50000,78,11.05,Summer,54
50000,79,11.05,Summer,52
50000,80,25,Summer,50
50000,81,25,Summer,49.3
50000,82,25,Summer,48.7
50000,83,25,Summer,48
50000,84,25,Summer,47.3
50000,85,25,Summer,46.6
50000,86,25,Summer,46
50000,87,25,Summer,45.3
50000,88,25,Summer,44.6
50000,89,25,Summer,44
50000,90,25,Summer,43.3
50000,91,25,Summer,42.6
50000,92,25,Summer,42
50000,93,25,Summer,41.3
50000,94,25,Summer,40.6
50000,95,25,Summer,40
50000,96,25,Summer,39.3
50000,97,25,Summer,38.7
50000,98,25,Summer,38
50000,99,25,Summer,37.3
50000,100,25,Summer,36.6
50000,101,25,Summer,36
50000,102,25,Summer,35.3
50000,103,25,Summer,34.6
50000,104,25,Summer,34
50000,105,25,Summer,33.3
50000,106,25,Summer,32.6
50000,107,25,Summer,32
50000,108,25,Summer,31.3
50000,109,25,Summer,30.6
50000,110,25,Summer,29.9
50000,111,25,Summer,29.5
50000,112,25,Summer,29
50000,113,25,Summer,28.5
50000,114,25,Summer,28
50000,115,25,Summer,27.5
50000,116,25,Summer,27
50000,117,25,Summer,26.5
50000,118,25,Summer,26
50000,119,25,Summer,25.5
50000,120,25,Summer,25
50000,121,25,Summer,24.7
50000,122,25,Summer,24.4
50000,123,25,Summer,24.1
50000,124,25,Summer,23.8
50000,125,25,Summer,23.5
50000,126,25,Summer,23.2
50000,127,25,Summer,22.9
50000,128,25,Summer,22.6
50000,129,25,Summer,22.3
50000,130,25,Summer,22
50000,131,25,Summer,21.7
50000,132,25,Summer,21.4
50000,133,25,Summer,21.1
50000,134,25,Summer,20.8
50000,135,25,Summer,20.5
50000,136,25,Summer,20.2
50000,137,25,Summer,19.9
50000,138,25,Summer,19.6
50000,139,25,Summer,19.3
50000,140,25,Summer,19
50000,141,25,Summer,18.7
50000,142,25,Summer,18.4
50000,143,25,Summer,18.1
50000,144,25,Summer,17.8
50000,145,25,Summer,17.5
50000,146,25,Summer,17.2
50000,147,25,Summer,16.9
50000,148,25,Summer,16.6
50000,149,25,Summer,16.3
50000,150,25,Summer,16
50000,151,25,Summer,15.7
50000,152,25,Summer,15.4
50000,153,25,Summer,15.1
50000,154,25,Summer,14.8
50000,155,25,Summer,14.5
50000,156,25,Summer,14.2
50000,157,25,Summer,13.9
50000,158,25,Summer,13.6
50000,159,25,Summer,13.3
50000,160,25,Summer,13
50000,1,2,Winter,Cannot Predict
50000,2,2,Winter,Cannot Predict
50000,3,2,Winter,Cannot Predict
50000,4,2,Winter,Cannot Predict
50000,5,2,Winter,Cannot Predict
50000,6,2,Winter,Cannot Predict
50000,7,2,Winter,Cannot Predict
50000,8,2,Winter,Cannot Predict
50000,9,2,Winter,Cannot Predict
50000,10,2,Winter,Cannot Predict
50000,11,2.05,Winter,Cannot Predict
50000,12,2.1,Winter,Cannot Predict
50000,13,2.15,Winter,Cannot Predict
50000,14,2.2,Winter,Cannot Predict
50000,15,2.25,Winter,Cannot Predict
50000,16,2.3,Winter,Cannot Predict
50000,17,2.35,Winter,Cannot Predict
50000,18,2.4,Winter,Cannot Predict
50000,19,2.45,Winter,Cannot Predict
50000,20,2.5,Winter,Cannot Predict
50000,21,2.55,Winter,Cannot Predict
50000,22,2.8,Winter,Cannot Predict
50000,23,3.05,Winter,Cannot Predict
50000,24,3.3,Winter,Cannot Predict
50000,25,3.55,Winter,Cannot Predict
50000,26,3.8,Winter,140.8
50000,27,4.05,Winter,139.6
50000,28,4.3,Winter,138.4
50000,29,4.55,Winter,137.2
50000,30,4.8,Winter,136
50000,31,5.05,Winter,134.8
50000,32,5.3,Winter,133.6
50000,33,5.55,Winter,132.4
50000,34,5.8,Winter,131.2
50000,35,6.05,Winter,130
50000,36,6.3,Winter,128.8
50000,37,6.55,Winter,127.6
50000,38,6.8,Winter,126.4
50000,39,7.05,Winter,125.2
50000,40,7.3,Winter,124
50000,41,7.55,Winter,122.8
50000,42,7.8,Winter,121.6
50000,43,8.05,Winter,120.4
50000,44,8.3,Winter,119.2
50000,45,8.55,Winter,118
50000,46,8.8,Winter,116.8
50000,47,9.05,Winter,115.6
50000,48,9.3,Winter,114.4
50000,49,9.55,Winter,113.2
50000,50,9.8,Winter,112
50000,51,10.05,Winter,110.8
50000,52,10.3,Winter,109.6
50000,53,10.55,Winter,108.4
50000,54,10.8,Winter,107.2
50000,55,11.05,Winter,106
50000,56,11.05,Winter,104.8
50000,57,11.05,Winter,103.6
50000,58,11.05,Winter,102.4
